PersonType,Age,CityState,Injury,SafetyDevice,Date,Time,County,Location,Troop
ADULT,55,"HOLTS SUMMIT, MO",NO INJURY,YES,2024-05-12,1:33PM,COLE,ROUTE B AT CHRISTY DRIVE,F
ADULT,68,"JEFFERSON CITY, MO",NO INJURY,YES,2024-05-12,1:33PM,COLE,ROUTE B AT CHRISTY DRIVE,F
ADULT,52,"JEFFERSON CITY, MO",MINOR,NO,2024-05-12,1:33PM,COLE,ROUTE B AT CHRISTY DRIVE,F
ADULT,34,"FULTON, MO",MODERATE,NO,2024-05-12,2:40AM,CALLAWAY,HIGHWAY C AT ROCKHOUSE CREEK,F
ADULT,65,"MARSHALL, MO",MODERATE,YES,2024-05-11,11:35AM,CAMDEN,SOUTHBOUND MO 7 AT VELVET ANTLER ROAD,F
ADULT,20,"ST. LOUIS, MO",MINOR,YES,2024-05-10,12:40PM,CALLAWAY,U.S. 54 EASTBOUND 0.6 MILES NORTH OF ROUTE BB,F
ADULT,73,"FULTON, MO",MINOR,NO,2024-05-10,12:40PM,CALLAWAY,U.S. 54 EASTBOUND 0.6 MILES NORTH OF ROUTE BB,F
ADULT,40,"CHICAGO, IL",MINOR,YES,2024-05-10,11:00AM,AUDRAIN,ROUTE P WEST OF COUNTY ROAD 557,F
ADULT,29,"SEDALIA, MO",NO INJURY,YES,2024-05-09,2:40PM,MORGAN,891 RED FOX RD OTTERVILLE,F
ADULT,33,"SEDALIA, MO",MODERATE,NO,2024-05-09,2:40PM,MORGAN,891 RED FOX RD OTTERVILLE,F
ADULT,27,"JEFFERSON CITY, MO",FATAL,NO,2024-05-09,6:35AM,COLE,ROUTE W 1346' SOUTH OF DEER HAVEN ROAD,F
ADULT,72,"NEW BLOOMFIELD, MO",MODERATE,EXEMPT,2024-05-07,11:38AM,CALLAWAY,ROUTE PP JUST EAST OF ROUTE BB,F
ADULT,46,"ST. LOUIS, MO",MINOR,UNKNOWN,2024-05-06,10:25PM,CALLAWAY,US 54 WESTBOUND 1/8 OF A MILE EAST OF SOUTH SUMMIT DRIVE,F
ADULT,40,"VERSAILLES, MO",MODERATE,NO,2024-05-06,8:09PM,MORGAN,FRESNO ROAD APPROXIMATELY 120 FEET EAST OF SEALS ROAD,F
JUVENILE,16,"IBERIA, MO",MODERATE,NO,2024-05-05,10:55PM,MILLER,MO 42 -- 1805 FEET EAST OF MARTIN ROAD,F
ADULT,20,"BRUMLEY, MO",NO INJURY,NO,2024-05-05,10:55PM,MILLER,MO 42 -- 1805 FEET EAST OF MARTIN ROAD,F
ADULT,21,"LAKE ST. LOUIS, MO",FATAL,YES,2024-05-05,10:34PM,MONTGOMERY,WESTBOUND I-70 AT THE 181 MILE MARKER,F
ADULT,37,"COLUMBIA, MO",MINOR,YES,2024-05-05,9:55AM,COOPER,RT B NORTHBOUND 1668 FEET BEFORE RT KK,F
ADULT,62,"BUNCETON, MO",MINOR,YES,2024-05-05,9:55AM,COOPER,RT B NORTHBOUND 1668 FEET BEFORE RT KK,F
ADULT,27,"CALIFORNIA, MO",MINOR,NO,2024-05-04,8:03PM,MONITEAU,31305 HIGHWAY 87,F
ADULT,31,"CALIFORNIA, MO",MODERATE,NO,2024-05-04,8:03PM,MONITEAU,31305 HIGHWAY 87,F
ADULT,54,"ELDON, MO",MODERATE,NO,2024-05-04,6:10PM,MILLER,WESTBOUND BUSINESS MO 54 WEST OF SALEM RD,F
ADULT,54,"ELDON, MO",SERIOUS,NO,2024-05-04,6:10PM,MILLER,WESTBOUND BUSINESS MO 54 WEST OF SALEM RD,F
ADULT,25,"COLUMBIA, MO",MINOR,YES,2024-05-03,9:45PM,CALLAWAY,RT. HH -- SOUTH OF 4991 RT. H,F
ADULT,43,"SUNRISE BEACH, MO",SERIOUS,NO,2024-05-03,7:13PM,CAMDEN,COZY COVE ROAD EAST OF HIGHLAND SKYE DRIVE,F
ADULT,73,"SEDALIA, MO",SERIOUS,YES,2024-05-03,6:15PM,COOPER,MO 135 NEAR PRAIRIE LICK RD,F
ADULT,29,"PILOT GROVE, MO",NO INJURY,NO,2024-05-03,6:15PM,COOPER,MO 135 NEAR PRAIRIE LICK RD,F
ADULT,59,"RUSSELL, KS",NO INJURY,YES,2024-05-03,6:15PM,COOPER,MO 135 NEAR PRAIRIE LICK RD,F
ADULT,69,"JEFFERSON CITY, MO",MODERATE,YES,2024-05-03,1:41PM,COLE,RT U SOUTH OF TURKEY RIDGE ROAD,F
ADULT,66,"MEXICO,MO",MINOR,YES,2024-05-03,10:47AM,BOONE,EASTBOUIND US-40 AT HENDERSON RD,F
ADULT,45,"HALLSVILLE,MO",MINOR,NO,2024-05-03,10:47AM,BOONE,EASTBOUIND US-40 AT HENDERSON RD,F
ADULT,34,"BLACKWATER, MO",MINOR,YES,2024-05-01,5:10PM,COOPER,MO 41 APPROXIMATELY 1000 FEET EAST OF CHESTNUT ROAD,F
ADULT,49,"MARSHALL, MO",MINOR,YES,2024-05-01,5:10PM,COOPER,MO 41 APPROXIMATELY 1000 FEET EAST OF CHESTNUT ROAD,F
ADULT,18,"COLUMBIA, MO",SERIOUS,NO,2024-05-01,5:00PM,COOPER,MO 41 JUST WEST OF MO 135,F
ADULT,55,"BLACKWATER, MO",MODERATE,NO,2024-04-30,1:25PM,COOPER,ROUTE M 1 MILE NORTH OF BRYANT BOTTOM ROAD,F
JUVENILE,0,"OLYMPIA, WA",MINOR,YES,2024-04-28,11:30PM,CALLAWAY,EASTBOUND I-70 AT THE 153 MILE MARKER,F
ADULT,19,"OLYMPIA, WA",NO INJURY,YES,2024-04-28,11:30PM,CALLAWAY,EASTBOUND I-70 AT THE 153 MILE MARKER,F
ADULT,19,"OLYMPIA, WA",MINOR,YES,2024-04-28,11:30PM,CALLAWAY,EASTBOUND I-70 AT THE 153 MILE MARKER,F
ADULT,62,"CANYON LAKE, TX",MODERATE,YES,2024-04-28,12:30AM,GASCONADE,ROUTE EE SOUTH OF WRIGHT ROAD,F
ADULT,38,"BONNOTS MILL, MO",MODERATE,UNKNOWN,2024-04-27,8:40PM,OSAGE,PRIVATE DRIVE AT 156 BUHR LANE,F
ADULT,45,"BONNOTS MILL, MO",MODERATE,UNKNOWN,2024-04-27,8:40PM,OSAGE,PRIVATE DRIVE AT 156 BUHR LANE,F
JUVENILE,16,"COLUMBIA, MO",MODERATE,NO,2024-04-27,1:45PM,BOONE,1200 BLOCK OF ROUTE O SOUTH OF BROME ROAD,F
JUVENILE,16,"COLUMBIA, MO",MODERATE,NO,2024-04-27,1:45PM,BOONE,1200 BLOCK OF ROUTE O SOUTH OF BROME ROAD,F
JUVENILE,16,"COLUMBIA, MO",MODERATE,YES,2024-04-27,1:45PM,BOONE,1200 BLOCK OF ROUTE O SOUTH OF BROME ROAD,F
JUVENILE,16,"COLUMBIA, MO",MODERATE,NO,2024-04-27,1:45PM,BOONE,1200 BLOCK OF ROUTE O SOUTH OF BROME ROAD,F
ADULT,28,"GRAVOIS MILLS, MO",SERIOUS,NO,2024-04-27,1:30PM,CAMDEN,MO 5 NORTH OF STANDING ROCK,F
ADULT,38,"ST CHARLES, MO",NO INJURY,YES,2024-04-27,7:15AM,CALLAWAY,I-70 EASTBOUND NEAR MILE MARKER 141,F
ADULT,44,"MUNFORD, TN",MINOR,YES,2024-04-27,7:15AM,CALLAWAY,I-70 EASTBOUND NEAR MILE MARKER 141,F
ADULT,18,"BOONVILLE, MO",MINOR,NO,2024-04-26,5:54PM,HOWARD,MO 40 WESTBOUND NEAR CO RD 345,F
ADULT,19,"BOONVILLE, MO",MINOR,NO,2024-04-26,5:54PM,HOWARD,MO 40 WESTBOUND NEAR CO RD 345,F
ADULT,19,"BOONVILLE, MO",MINOR,NO,2024-04-26,5:54PM,HOWARD,MO 40 WESTBOUND NEAR CO RD 345,F
ADULT,37,"ROCHEPORT, MO",MINOR,YES,2024-04-26,3:29PM,HOWARD,MO 40 WESTBOUND NEAR CO RD 446,F
ADULT,35,"ROCKY MOUNT, MO",NO INJURY,YES,2024-04-26,11:45AM,MONTGOMERY,I-70 EASTBOUND 181MM,F
ADULT,31,"ROCKY MOUNT, MO",MINOR,YES,2024-04-26,11:45AM,MONTGOMERY,I-70 EASTBOUND 181MM,F
ADULT,50,"SHILOH, IL",NO INJURY,YES,2024-04-26,11:45AM,MONTGOMERY,I-70 EASTBOUND 181MM,F
ADULT,41,"STRONG CITY, KS",MODERATE,YES,2024-04-26,7:20AM,CAMDEN,MO 5 NORTH 0.25 MILE NORTH OF PIER 31 ROAD,F
JUVENILE,16,"HALLSVILEE, MO",MODERATE,NO,2024-04-25,10:50PM,BOONE,MO 124 AT ROUTE U,F
ADULT,81,"COLUMBIA, MO",MINOR,YES,2024-04-25,4:06PM,BOONE,RT B AT RT HH,F
ADULT,70,"HALLSVILLE, MO",NO INJURY,YES,2024-04-25,4:06PM,BOONE,RT B AT RT HH,F
ADULT,41,"TIPTON, MO",NO INJURY,YES,2024-04-25,1:26PM,BOONE,EASTBOUND RT WW AT ROSETTA DRIVE,F
ADULT,67,"FLORISSANT, MO",NO INJURY,YES,2024-04-25,1:26PM,BOONE,EASTBOUND RT WW AT ROSETTA DRIVE,F
ADULT,69,"BOONVILE, MO",MINOR,YES,2024-04-25,1:26PM,BOONE,EASTBOUND RT WW AT ROSETTA DRIVE,F
ADULT,58,"HALLSVILLE, MO",SERIOUS,YES,2024-04-25,7:20AM,BOONE,MO 124 NORTH OF SHELLY LN,F
ADULT,39,"AUXVASSE, MO",NO INJURY,YES,2024-04-24,8:44PM,CALLAWAY,US 54 EASTBOUND BEFORE ROUTE T,F
ADULT,33,"MEXICO, MO",MINOR,YES,2024-04-24,8:44PM,CALLAWAY,US 54 EASTBOUND BEFORE ROUTE T,F
ADULT,33,"MEXICO, MO",NO INJURY,YES,2024-04-24,8:44PM,CALLAWAY,US 54 EASTBOUND BEFORE ROUTE T,F
ADULT,61,"CAMDENTON, MO",SERIOUS,NO,2024-04-24,7:15PM,CAMDEN,MO 7 WEST OF IRONTOWN ROAD,F
JUVENILE,17,"BELLE, MO",MINOR,YES,2024-04-23,11:25PM,GASCONADE,ROUTE B AT ROUTE CC,F
ADULT,31,"CALIFORNIA, MO",MODERATE,NO,2024-04-23,3:09PM,MONITEAU,U.S. 50 EASTBOUND . 5 MILE EAST OF JACKET FACTORY ROAD,F
ADULT,43,"FLORISSANT, MO",SERIOUS,YES,2024-04-23,10:55AM,CALLAWAY,ROUTE WW AT COUNTY ROAD 250,F
ADULT,70,"HARRISONVILLE, MO",MODERATE,NO,2024-04-22,3:30PM,MORGAN,IVY BEND ROAD AT JERRY LEES WAY ROAD,F
ADULT,50,"JEFFERSON CITY, MO",SERIOUS,NO,2024-04-21,9:40PM,COLE,ROUTE C AT VINTAGE COURT,F
ADULT,56,"JEFFERSON CITY, MO",NO INJURY,YES,2024-04-21,9:40PM,COLE,ROUTE C AT VINTAGE COURT,F
ADULT,19,"SALEM, MO",MINOR,YES,2024-04-21,3:30PM,MILLER,"BLUE SPRINGS DR, 1847 FEET SOUTH OF HICKS RD",F
ADULT,73,"NEW BLOOMFIELD, MO",SERIOUS,NO,2024-04-21,8:29AM,CALLAWAY,STATE ROUTE AE SOUTH OF MEADOWLAKE ROAD,F
ADULT,UNK,UNKNOWN,NO INJURY,UNKNOWN,2024-04-21,8:29AM,CALLAWAY,STATE ROUTE AE SOUTH OF MEADOWLAKE ROAD,F
ADULT,26,"MOBERLY, MO",NO INJURY,YES,2024-04-20,2:33PM,MONTGOMERY,INTERSTATE 70 WESTBOUND 181 MILE MARKER,F
ADULT,31,"MOBERLY, MO",MINOR,YES,2024-04-20,2:33PM,MONTGOMERY,INTERSTATE 70 WESTBOUND 181 MILE MARKER,F
ADULT,42,"SUNRISE BEACH, MO",MODERATE,YES,2024-04-19,6:35PM,CAMDEN,OAK BEND ROAD APPROXIMATELY 73 FEET WEST OF SERENE VALLEY DRIVE,F
ADULT,19,"TIPTON, MO",SERIOUS,NO,2024-04-19,6:20PM,MONITEAU,US 50 NEAR RT. BB,F
ADULT,19,"TIPTON, MO",FATAL,NO,2024-04-19,6:20PM,MONITEAU,US 50 NEAR RT. BB,F
ADULT,43,"CALIFORNIA, MO",MODERATE,NO,2024-04-19,6:20PM,MONITEAU,US 50 NEAR RT. BB,F
ADULT,36,"COLUMBIA, MO",MINOR,YES,2024-04-19,8:31AM,BOONE,US 63 NORTH OF MO 124 EAST,F
ADULT,65,"COLUMBIA, MO",MINOR,YES,2024-04-19,8:31AM,BOONE,US 63 NORTH OF MO 124 EAST,F
ADULT,33,"MOBERLY, MO",NO INJURY,YES,2024-04-19,7:15AM,BOONE,I70 EASTBOUND .25 MILES WEST OF ROUTE BB,F
ADULT,57,"HOUSTON, TX",MODERATE,YES,2024-04-19,7:15AM,BOONE,I70 EASTBOUND .25 MILES WEST OF ROUTE BB,F
ADULT,61,"FAYETTE,MO",SERIOUS,NO,2024-04-17,11:16AM,HOWARD,ROUTE DD SOUTH OF COUNTY RD 423,F
ADULT,83,"FAYETTE,MO",SERIOUS,NO,2024-04-17,11:16AM,HOWARD,ROUTE DD SOUTH OF COUNTY RD 423,F
ADULT,UNK,"MARSHALL, MO",MINOR,YES,2024-04-17,11:16AM,HOWARD,ROUTE DD SOUTH OF COUNTY RD 423,F
ADULT,28,"FAYETTE, MO",SERIOUS,NO,2024-04-16,4:22PM,HOWARD,"MO 5, JUST SOUTH OF COUNTY ROAD 450",F
ADULT,24,"FAYETTE, MO",SERIOUS,NO,2024-04-16,4:22PM,HOWARD,"MO 5, JUST SOUTH OF COUNTY ROAD 450",F
ADULT,33,"COLUMBIA, MO",MINOR,NO,2024-04-16,4:22PM,HOWARD,"MO 5, JUST SOUTH OF COUNTY ROAD 450",F
ADULT,20,"FAYETTE, MO",MODERATE,NO,2024-04-16,4:22PM,HOWARD,"MO 5, JUST SOUTH OF COUNTY ROAD 450",F
ADULT,61,"WATERLOO, IL",NO INJURY,YES,2024-04-16,5:50AM,COOPER,I-70 WESTBOUND 103MM,F
ADULT,40,"SUFFOLK, VA",MINOR,YES,2024-04-16,5:50AM,COOPER,I-70 WESTBOUND 103MM,F
ADULT,27,"CLARKSBURG, MO",NO INJURY,YES,2024-04-16,5:25AM,MILLER,HIGHWAY 52 WESTBOUND 79 FEET EAST OF PINE STREET,F
ADULT,37,"ELDON, MO",FATAL,UNKNOWN,2024-04-16,5:25AM,MILLER,HIGHWAY 52 WESTBOUND 79 FEET EAST OF PINE STREET,F
ADULT,26,"COLUMBIA, MO",MINOR,YES,2024-04-15,9:44AM,MILLER,US 54 AT CAVE DRIVE,F
ADULT,29,"LINN, MO",MODERATE,NO,2024-04-14,4:05PM,GASCONADE,ROUTE Y WEST OF COUNTY ROAD PEACEFUL VALLEY RD,F
ADULT,20,"CENTERTOWN, MO",MODERATE,NO,2024-04-14,1:00AM,COLE,LOOKOUT TRAIL EAST OF OLD STAGE ROAD,F
ADULT,23,"ST. ROBERT, MO",MODERATE,YES,2024-04-13,5:18PM,CAMDEN,SOUTH BUSINESS 5 AND MO 7,F
ADULT,51,"ELDON, MO",FATAL,NO,2024-04-13,4:15PM,MORGAN,PRIVATE PROPERTY NEAR 23545 SEALS ROAD,F
ADULT,26,"COLUMBIA, MO",MINOR,YES,2024-04-10,9:40PM,BOONE,MO 763 NORTH OF BROWN SCHOOL RD,F
ADULT,38,"IBERIA, MO",MINOR,YES,2024-04-10,11:00AM,MILLER,MO 42 WEST OF BLUERIDGE RD,F
ADULT,21,"MONTGOMERY CITY, MO",MINOR,YES,2024-04-09,4:45PM,CALLAWAY,54 EASTBOUND AT GOLD ROAD,F
ADULT,62,"THOMPSON, MO",NO INJURY,YES,2024-04-09,4:45PM,CALLAWAY,54 EASTBOUND AT GOLD ROAD,F
ADULT,18,"CENTRALIA, MO",NO INJURY,NO,2024-04-09,4:45PM,CALLAWAY,54 EASTBOUND AT GOLD ROAD,F
ADULT,54,"BELLE, MO",MINOR,NO,2024-04-08,8:35AM,OSAGE,MO 89 .5 MILE NORTH OF C.R. 719,F
ADULT,22,"PLEASANT VALLEY, MO",MODERATE,NO,2024-04-07,6:15PM,CAMDEN,61 HIGHWAY Z,F
ADULT,18,"KINGDOM CITY, MO",SERIOUS,YES,2024-04-06,11:22PM,CALLAWAY,ROUTE F AT COUNTY ROAD 323,F
ADULT,18,"AUXVASSE, MO",SERIOUS,YES,2024-04-06,11:22PM,CALLAWAY,ROUTE F AT COUNTY ROAD 323,F
ADULT,46,"STAFFORD, MO",MODERATE,YES,2024-04-06,5:17PM,MORGAN,21594 SEALS ROAD VERSAILLES,F
ADULT,30,"HUNTSVILLE, MO",MINOR,NO,2024-04-06,5:10PM,BOONE,I-70 EASTBOUND AT MILE MARK 116,F
JUVENILE,10,"HUNTSVILLE, MO",MODERATE,NO,2024-04-06,5:10PM,BOONE,I-70 EASTBOUND AT MILE MARK 116,F
JUVENILE,5,"HUNTSVILLE, MO",SERIOUS,YES,2024-04-06,5:10PM,BOONE,I-70 EASTBOUND AT MILE MARK 116,F
JUVENILE,0,"HUNTSVILLE, MO",NO INJURY,YES,2024-04-06,5:10PM,BOONE,I-70 EASTBOUND AT MILE MARK 116,F
ADULT,29,"HUNTSVILLE, MO",FATAL,NO,2024-04-06,5:10PM,BOONE,I-70 EASTBOUND AT MILE MARK 116,F
ADULT,55,"DAYTON, OH",MINOR,YES,2024-04-06,4:06AM,COOPER,I-70 WESTBOUND 111 MILE MARKER,F
ADULT,46,"SEMINOLE, FL",NO INJURY,YES,2024-04-04,1:51AM,BOONE,WESTBOUND I70 EAST OF ROUTE Z,F
ADULT,63,"FULTON, MO",MODERATE,YES,2024-04-04,1:51AM,BOONE,WESTBOUND I70 EAST OF ROUTE Z,F
ADULT,46,"SEMINOLE, FL",MINOR,YES,2024-04-04,1:50AM,BOONE,WESTBOUND I70 EAST OF ROUTE Z,F
JUVENILE,17,"AUXVASSE, MO",MINOR,YES,2024-04-03,7:40PM,CALLAWAY,US 54 WESTBOUND WEST OF CR 158,F
ADULT,32,"JEFFERSON CITY, MO",MODERATE,YES,2024-04-03,7:40PM,CALLAWAY,US 54 WESTBOUND WEST OF CR 158,F
ADULT,63,"AUXVASSE, MO",SERIOUS,UNKNOWN,2024-04-02,8:10PM,AUDRAIN,HIGHWAY 54 WESTBOUND 570 FEET WEST OF AUDRAIN ROAD 964,F
ADULT,27,"ODESSA, MO",NO INJURY,YES,2024-04-02,8:10PM,AUDRAIN,HIGHWAY 54 WESTBOUND 570 FEET WEST OF AUDRAIN ROAD 964,F
ADULT,74,"COLUMBIA, IL",MODERATE,YES,2024-04-02,10:55AM,MILLER,"ROUTE C, 813 FEET SOUTH OF BRIDGE A 1952",F
ADULT,41,"FAYETTE, MO",SERIOUS,NO,2024-04-01,11:32PM,HOWARD,880 COUNTY ROAD 404,F
JUVENILE,13,"LEBANON, MO",SERIOUS,NO,2024-03-31,4:58PM,MILLER,.5 MILE SOUTH OF 126 KINDERHOOK COUNTY ROAD,F
ADULT,35,"LEBANON,MO",SERIOUS,NO,2024-03-31,4:58PM,MILLER,.5 MILE SOUTH OF 126 KINDERHOOK COUNTY ROAD,F
ADULT,70,"ELDON, MO",MINOR,YES,2024-03-30,5:55PM,MILLER,US 54 EASTBOUND AT CAVE DRIVE,F
ADULT,30,"COLUMBIA, MO",NO INJURY,YES,2024-03-30,5:55PM,MILLER,US 54 EASTBOUND AT CAVE DRIVE,F
ADULT,74,"ELDON, MO",NO INJURY,YES,2024-03-30,5:55PM,MILLER,US 54 EASTBOUND AT CAVE DRIVE,F
ADULT,81,"OZARK, MO",MODERATE,YES,2024-03-30,2:52PM,CAMDEN,RT TT NEAR THREE OAKS RD,F
ADULT,67,"BARNETT, MO",NO INJURY,YES,2024-03-30,12:50PM,MORGAN,GOLDEN BEACH ROAD NEAR RT W,F
JUVENILE,16,"BARNETT, MO",MODERATE,YES,2024-03-30,12:50PM,MORGAN,GOLDEN BEACH ROAD NEAR RT W,F
JUVENILE,14,"VERSAILLES, MO",MINOR,YES,2024-03-30,9:25AM,MORGAN,RT J SOUTH OF TIERRA LANE,F
ADULT,40,"VERAILLES, MO",MODERATE,NO,2024-03-30,9:25AM,MORGAN,RT J SOUTH OF TIERRA LANE,F
JUVENILE,14,"VERSAILLES, MO",MINOR,YES,2024-03-30,9:25AM,MORGAN,RT J SOUTH OF TIERRA LANE,F
ADULT,49,"ELDON, MO",NO INJURY,YES,2024-03-29,12:47PM,COLE,MONTICELLO ROAD 73 FEET EAST OF WALTHER AVENUE,F
ADULT,51,"JEFFERSON CITY, MO",MODERATE,YES,2024-03-29,12:47PM,COLE,MONTICELLO ROAD 73 FEET EAST OF WALTHER AVENUE,F
ADULT,95,"ELDON, MO",MODERATE,YES,2024-03-28,6:30PM,MILLER,MISSOURI 52 AT US 54,F
JUVENILE,16,"ELDON, MO",NO INJURY,NO,2024-03-28,6:30PM,MILLER,MISSOURI 52 AT US 54,F
ADULT,68,"ELDON, MO",MINOR,YES,2024-03-28,6:30PM,MILLER,MISSOURI 52 AT US 54,F
ADULT,80,"COLUMBIA, MO",NO INJURY,NO,2024-03-28,3:45PM,BOONE,NORTHBOUND MO-763 AT BROWN SCHOOL ROAD,F
ADULT,64,"HARRISBURG, MO",NO INJURY,YES,2024-03-28,3:45PM,BOONE,NORTHBOUND MO-763 AT BROWN SCHOOL ROAD,F
ADULT,79,"COLUMBIA,MO",MINOR,YES,2024-03-28,3:45PM,BOONE,NORTHBOUND MO-763 AT BROWN SCHOOL ROAD,F
ADULT,71,"VANDALIA, MO",MINOR,NO,2024-03-28,3:00PM,AUDRAIN,"414 W PARK STREET VANDALIA,MO",F
ADULT,59,"CALIFORNIA, MO",MINOR,YES,2024-03-26,5:09PM,MORGAN,RT C AT RIDGEWOOD RD,F
ADULT,53,"SEDALIA, MO",MINOR,YES,2024-03-26,10:22AM,MORGAN,MO 52 EAST OF GATES ROAD,F
ADULT,19,"COLUMBIA, MO",SERIOUS,NO,2024-03-24,1:44AM,CALLAWAY,US 63 SOUTHBOUND AT COUNTY ROAD 399,F
ADULT,18,"JEFFERSON CITY, MO",MODERATE,YES,2024-03-24,1:44AM,CALLAWAY,US 63 SOUTHBOUND AT COUNTY ROAD 399,F
ADULT,18,"JEFFERSON CITY, MO",SERIOUS,NO,2024-03-24,1:44AM,CALLAWAY,US 63 SOUTHBOUND AT COUNTY ROAD 399,F
ADULT,24,"JEFFERSON CITY, MO",SERIOUS,NO,2024-03-24,1:44AM,CALLAWAY,US 63 SOUTHBOUND AT COUNTY ROAD 399,F
ADULT,19,"JEFFERSON CITY, MO",FATAL,NO,2024-03-24,1:44AM,CALLAWAY,US 63 SOUTHBOUND AT COUNTY ROAD 399,F
ADULT,72,"ELDON, MO",MODERATE,YES,2024-03-22,6:10PM,MORGAN,ROUTE C .02 MILES EAST OF MT. ZION ROAD,F
ADULT,24,"FULTON, MO",MINOR,NO,2024-03-21,5:15PM,BOONE,I-70 EASTBOUND 132.6 MILE MARKER,F
ADULT,28,"FESTUS, MO",NO INJURY,YES,2024-03-21,5:15PM,BOONE,I-70 EASTBOUND 132.6 MILE MARKER,F
ADULT,81,"GRAVOIS MILLS, MO",MINOR,NO,2024-03-21,5:09PM,CAMDEN,"1422 AVALON WAY, GRAVOIS MILLS",F
ADULT,27,"BUNCETON, MO",MODERATE,NO,2024-03-20,9:30AM,COOPER,RTE B NEAR HUTH RD,F
ADULT,24,"LAKE OZARK, MO",MINOR,NO,2024-03-19,8:23AM,CAMDEN,PRIVATE DRIVEWAY OFF OF VILLAGES WAY,F
ADULT,32,"BOONVILLE, MO",MODERATE,NO,2024-03-17,12:01PM,HOWARD,MO 5 1 MILE NORTH OF COUNTY ROAD 303,F
JUVENILE,16,"FORTUNA, MO",MINOR,NO,2024-03-16,1:35PM,MONITEAU,ROUTE E 1547 FEET SOUTH OF HAZEL DELL ROAD,F
ADULT,61,"COLUMBIA, MO",MODERATE,YES,2024-03-16,11:45AM,AUDRAIN,U.S. 54 WESTBOUND AT ROUTE HH,F
ADULT,34,"FULTON, MO",MODERATE,YES,2024-03-16,11:45AM,AUDRAIN,U.S. 54 WESTBOUND AT ROUTE HH,F
ADULT,64,"STOVER, MO",MODERATE,NO,2024-03-16,1:35AM,MORGAN,MO 52 .1 MILE EAST OF MO 135 NORTH,F
ADULT,28,"THORNTON, IA",MINOR,NO,2024-03-12,11:44AM,AUDRAIN,ROUTE E JUST SOUTH OF MO 15,F
JUVENILE,7,"THORNTON, IA",MINOR,NO,2024-03-12,11:44AM,AUDRAIN,ROUTE E JUST SOUTH OF MO 15,F
ADULT,39,"JEFFERSON CITY, MO",SERIOUS,YES,2024-03-12,5:05AM,MONITEAU,INTERSECTION OF US-50 AND BUSINESS 50,F
ADULT,19,"CALIFORNIA, MO",MINOR,YES,2024-03-12,5:05AM,MONITEAU,INTERSECTION OF US-50 AND BUSINESS 50,F
ADULT,21,"COLUMBIA, MO",MINOR,YES,2024-03-10,5:24AM,BOONE,ROUTE K AT SOUTHWEST WAY,F
ADULT,21,"COLUMBIA, MO",MODERATE,NO,2024-03-10,5:24AM,BOONE,ROUTE K AT SOUTHWEST WAY,F
ADULT,18,"SILEX, MO",MINOR,YES,2024-03-09,8:37AM,AUDRAIN,ROUTE B .2 MILE EAST OF SAILOR ROAD,F
JUVENILE,17,"ELSBERRY, MO",MINOR,NO,2024-03-09,8:37AM,AUDRAIN,ROUTE B .2 MILE EAST OF SAILOR ROAD,F
ADULT,39,"ROACH, MO",SERIOUS,NO,2024-03-09,12:16AM,CAMDEN,IRONTOWN DRIVE SOUTH OF BONNYLANE DRIVE,F
ADULT,23,"MEXICO, MO",MODERATE,YES,2024-03-08,10:55AM,AUDRAIN,BUSINESS 54 AT THE NORTH END OF THE US 54 BYPASS ROUTE,F
ADULT,40,"WALNUT GROVE, MO",MINOR,YES,2024-03-08,10:55AM,AUDRAIN,BUSINESS 54 AT THE NORTH END OF THE US 54 BYPASS ROUTE,F
JUVENILE,15,"ELDON,MO",MINOR,YES,2024-03-08,8:14AM,MORGAN,RT AA NORTH OF CARRIAGE LANE,F
JUVENILE,16,"ELDON,MO",MODERATE,YES,2024-03-08,8:14AM,MORGAN,RT AA NORTH OF CARRIAGE LANE,F
ADULT,37,"BARNETT, MO",MINOR,NO,2024-03-08,8:14AM,MORGAN,RT AA NORTH OF CARRIAGE LANE,F
JUVENILE,16,"ELDON,MO",MINOR,YES,2024-03-08,8:14AM,MORGAN,RT AA NORTH OF CARRIAGE LANE,F
ADULT,62,"JEFFERSON CITY, MO",MINOR,YES,2024-03-08,7:42AM,CALLAWAY,I70 EASTBOUND 178.2MM,F
ADULT,29,"MOBERLY, MO",NO INJURY,YES,2024-03-07,5:20PM,BOONE,63 NORTHBOUND AT LIPSCOMB DRIVE,F
ADULT,62,"STURGEON, MO",MINOR,YES,2024-03-07,5:20PM,BOONE,63 NORTHBOUND AT LIPSCOMB DRIVE,F
ADULT,66,"STURGEON, MO",MODERATE,YES,2024-03-07,5:20PM,BOONE,63 NORTHBOUND AT LIPSCOMB DRIVE,F
ADULT,68,"MACON, MO",NO INJURY,YES,2024-03-07,5:20PM,BOONE,63 NORTHBOUND AT LIPSCOMB DRIVE,F
ADULT,49,"TROY, MO",MINOR,YES,2024-03-07,5:20PM,BOONE,63 NORTHBOUND AT LIPSCOMB DRIVE,F
ADULT,20,"JEFFERSON CITY, MO",NO INJURY,YES,2024-03-05,3:19PM,COLE,ROUTE C AT RUMSEY LANE,F
ADULT,74,"JEFFERSON CITY, MO",SERIOUS,YES,2024-03-05,3:19PM,COLE,ROUTE C AT RUMSEY LANE,F
